time,Clock.time,Drive.override_gyro,Drive.override_autoshift,Drive.gear,OI.left,OI.right,OI.commandingStraight,OI.rot,OI.fwd,Stick_1_Axis_4.value,Stick_1_Axis_1.value,pneumatics.pressure,PoseEstimator.effective_wheelbase,PoseEstimator.x_displacement,PoseEstimator.y_displacement,left.velocity,left.position,left.setpoint,left.error,left.battery_voltage,left.voltage,left.current,left.control_mode,left.gear,right.velocity,right.position,right.setpoint,right.error,right.battery_voltage,right.voltage,right.current,right.control_mode,right.gear,AHRS.heading,AHRS.angular_displacement,AHRS.angular_vel,AHRS.x_accel,AHRS.y_accel,UnidirectionalNavXDefaultDrive.drivingStraight,UnidirectionalNavXDefaultDrive.running,UnidirectionalNavXDefaultDrive.raw_output,UnidirectionalNavXDefaultDrive.processed_output,UnidirectionalNavXDefaultDrive.final_output
165,0,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-11.633302149999999,0.0,0.0,0.0,0.0,37.65848095158633,0.0,0.0,12.35,0.0,0.125,PercentOutput,1,0.0,712.6526161834075,0.0,0.0,12.4,0.0,0.125,PercentOutput,1,1.579986572265625,1.5700000524520874,-0.0,0.0,0.16084999640472233,false,false,0.0,0.0,0.0
212,5026,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-11.633302149999999,0.0,0.0,0.0,0.0,37.65848095158633,0.0,0.0,12.35,0.0,0.125,PercentOutput,1,0.0,712.6526161834075,0.0,0.0,12.4,0.0,0.125,PercentOutput,1,1.579986572265625,1.5700000524520874,-0.0,-0.03217000152799301,-0.03217000152799301,false,false,0.0,0.0,0.0
230,5026,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-11.572267,0.0,0.0,0.0,0.0,37.65848095158633,0.0,0.0,12.35,0.0,0.125,PercentOutput,1,0.0,712.6526161834075,0.0,0.0,12.4,0.0,0.125,PercentOutput,1,1.57000732421875,1.559999942779541,-0.010000109672546387,0.0,-0.06434000305598601,false,false,0.0,0.0,0.0
241,5026,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-11.633302149999999,0.0,0.0,0.0,0.0,37.65848095158633,0.0,0.0,12.35,0.0,0.125,PercentOutput,1,0.0,712.6526161834075,0.0,0.0,12.4,0.0,0.125,PercentOutput,1,1.57000732421875,1.559999942779541,-0.0,0.0,0.0,false,false,0.0,0.0,0.0
266,5026,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-11.633302149999999,0.0,0.0,0.0,0.0,37.65848095158633,0.0,0.0,12.35,0.0,0.125,PercentOutput,1,0.0,712.6526161834075,0.0,0.0,12.4,0.0,0.125,PercentOutput,1,1.57000732421875,1.559999942779541,-0.0,0.0,-0.06434000305598601,false,false,0.0,0.0,0.0
292,5026,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-11.633302149999999,0.0,0.0,0.0,0.0,37.65848095158633,0.0,0.0,12.35,0.0,0.125,PercentOutput,1,0.0,712.6526161834075,0.0,0.0,12.4,0.0,0.125,PercentOutput,1,1.57000732421875,1.559999942779541,-0.0,0.0,0.0,false,false,0.0,0.0,0.0
307,5026,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-11.572267,0.0,0.0,0.0,0.0,37.65848095158633,0.0,0.0,12.35,0.0,0.125,PercentOutput,1,0.0,712.6526161834075,0.0,0.0,12.4,0.0,0.125,PercentOutput,1,1.57000732421875,1.559999942779541,-0.0,0.03217000152799301,0.0,false,false,0.0,0.0,0.0
330,5026,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-11.633302149999999,0.0,0.0,0.0,0.0,37.65848095158633,0.0,0.0,12.35,0.0,0.125,PercentOutput,1,0.0,712.6526161834075,0.0,0.0,12.4,0.0,0.125,PercentOutput,1,1.57000732421875,1.559999942779541,-0.0,0.09651000083889813,0.0,false,false,0.0,0.0,0.0
345,5026,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-11.633302149999999,0.0,0.0,0.0,0.0,37.65848095158633,0.0,0.0,12.35,0.0,0.125,PercentOutput,1,0.0,712.6526161834075,0.0,0.0,12.4,0.0,0.125,PercentOutput,1,1.57000732421875,1.559999942779541,-0.0,0.06434000305598601,0.0,false,false,0.0,0.0,0.0
366,5180,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-11.633302149999999,0.0,0.0,0.0,0.0,37.65848095158633,0.0,0.0,12.35,0.0,0.125,PercentOutput,1,0.0,712.6526161834075,0.0,0.0,12.4,0.0,0.125,PercentOutput,1,1.57000732421875,1.5700000524520874,0.010000109672546387,-0.06434000305598601,0.06434000305598601,false,false,0.0,0.0,0.0
383,5194,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-11.633302149999999,0.0,0.0,0.0,0.0,37.65848095158633,0.0,0.0,12.35,0.0,0.125,PercentOutput,1,0.0,712.6526161834075,0.0,0.0,12.4,0.0,0.125,PercentOutput,1,1.579986572265625,1.5700000524520874,0.010000109672546387,0.03217000152799301,0.0,false,false,0.0,0.0,0.0
404,5218,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-11.633302149999999,0.0,0.0,0.0,0.0,37.65848095158633,0.0,0.0,12.35,0.0,0.125,PercentOutput,1,0.0,712.6526161834075,0.0,0.0,12.4,0.0,0.125,PercentOutput,1,1.579986572265625,1.5700000524520874,0.010000109672546387,0.03217000152799301,0.0,false,false,0.0,0.0,0.0
415,5230,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-11.633302149999999,0.0,0.0,0.0,0.0,37.65848095158633,0.0,0.0,12.35,0.0,0.125,PercentOutput,1,0.0,712.6526161834075,0.0,0.0,12.4,0.0,0.125,PercentOutput,1,1.579986572265625,1.5700000524520874,-0.0,0.0,-0.06434000305598601,false,false,0.0,0.0,0.0
