time,Drive.left_vel,Drive.right_vel,Drive.left_setpoint,Drive.right_setpoint,Drive.left_current,Drive.right_current,Drive.left_voltage,Drive.right_voltage,Drive.left_pos,Drive.right_pos,Drive.left_error,Drive.right_error,Drive.heading,Drive.rotational_velocity,Drive.raw_angle,Drive.x_accel,Drive.y_accel,pneumatics.pressure,climber.current,climber.voltage,climber.power,EliPoseEstimator.effective_wheelbase,EliPoseEstimator.recalced_left,EliPoseEstimator.percent_changed,EliPoseEstimator.x_displacement,EliPoseEstimator.y_displacement,OI.Fwd,OI.Rot,
0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,4.79345703125E-4,0.0,0.0,22.010000228881836,0.31999969482421875,22.010000228881836,-0.06434000305598601,-0.8364200172573328,11.132808800000006,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
