time,Clock.time,Drive.override_gyro,Drive.override_autoshift,Drive.gear,OI.left,OI.right,OI.commandingStraight,OI.rot,OI.fwd,Stick_1_Axis_4.value,Stick_1_Axis_1.value,pneumatics.pressure,PoseEstimator.effective_wheelbase,PoseEstimator.x_displacement,PoseEstimator.y_displacement,left.velocity,left.position,left.setpoint,left.error,left.battery_voltage,left.voltage,left.current,left.control_mode,left.gear,right.velocity,right.position,right.setpoint,right.error,right.battery_voltage,right.voltage,right.current,right.control_mode,right.gear,AHRS.heading,AHRS.angular_displacement,AHRS.angular_vel,AHRS.x_accel,AHRS.y_accel,UnidirectionalNavXDefaultDrive.drivingStraight,UnidirectionalNavXDefaultDrive.running,UnidirectionalNavXDefaultDrive.raw_output,UnidirectionalNavXDefaultDrive.processed_output,UnidirectionalNavXDefaultDrive.final_output
168,0,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.9150403,0.0,0.0,0.0,0.0,0.0057710609237113936,0.0,0.0,12.5,0.0,0.0,PercentOutput,1,0.0,0.02216087394705175,0.0,0.0,12.55,0.0,0.0,PercentOutput,1,2.70001220703125,2.690000057220459,-0.0,0.0,-0.06434000305598601,false,false,0.0,0.0,0.0
213,5343,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.9150403,0.0,0.0,0.0,0.0,0.0057710609237113936,0.0,0.0,12.5,0.0,0.0,PercentOutput,1,0.0,0.02216087394705175,0.0,0.0,12.55,0.0,0.0,PercentOutput,1,2.70001220703125,2.690000057220459,-0.0,0.06434000305598601,-0.12868000611197203,false,false,0.0,0.0,0.0
233,5343,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.97607545,0.0,0.0,0.0,0.0,0.0057710609237113936,0.0,0.0,12.5,0.0,0.0,PercentOutput,1,0.0,0.02216087394705175,0.0,0.0,12.55,0.0,0.0,PercentOutput,1,2.70001220703125,2.690000057220459,-0.0,0.03217000152799301,-0.03217000152799301,false,false,0.0,0.0,0.0
269,5343,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.9150403,0.0,0.0,0.0,0.0,0.0057710609237113936,0.0,0.0,12.5,0.0,0.0,PercentOutput,1,0.0,0.02216087394705175,0.0,0.0,12.55,0.0,0.0,PercentOutput,1,2.70001220703125,2.690000057220459,-0.0,0.03217000152799301,-0.03217000152799301,false,false,0.0,0.0,0.0
288,5343,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.97607545,0.0,0.0,0.0,0.0,0.0057710609237113936,0.0,0.0,12.5,0.0,0.0,PercentOutput,1,0.0,0.02216087394705175,0.0,0.0,12.55,0.0,0.0,PercentOutput,1,2.70001220703125,2.690000057220459,-0.0,0.0,-0.03217000152799301,false,false,0.0,0.0,0.0
312,5343,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.9150403,0.0,0.0,0.0,0.0,0.0057710609237113936,0.0,0.0,12.5,0.0,0.0,PercentOutput,1,0.0,0.02216087394705175,0.0,0.0,12.55,0.0,0.0,PercentOutput,1,2.70001220703125,2.690000057220459,-0.0,0.0,0.16084999640472233,false,false,0.0,0.0,0.0
453,5582,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.9150403,0.0,0.0,0.0,0.0,0.0057710609237113936,0.0,0.0,12.5,0.0,0.0,PercentOutput,1,0.0,0.02216087394705175,0.0,0.0,12.55,0.0,0.0,PercentOutput,1,2.70001220703125,2.690000057220459,-0.0,0.03217000152799301,-0.03217000152799301,false,false,0.0,0.0,0.0
469,5593,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.9150403,0.0,0.0,0.0,0.0,0.0057710609237113936,0.0,0.0,12.5,0.0,0.0,PercentOutput,1,0.0,0.02216087394705175,0.0,0.0,12.55,0.0,0.0,PercentOutput,1,2.70001220703125,2.690000057220459,-0.0,0.09651000083889813,-0.06434000305598601,false,false,0.0,0.0,0.0
497,5622,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.9150403,0.0,0.0,0.0,0.0,0.0057710609237113936,0.0,0.0,12.5,0.0,0.0,PercentOutput,1,0.0,0.02216087394705175,0.0,0.0,12.55,0.0,0.0,PercentOutput,1,2.70001220703125,2.690000057220459,-0.0,0.03217000152799301,-0.03217000152799301,false,false,0.0,0.0,0.0
511,5639,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.97607545,0.0,0.0,0.0,0.0,0.0057710609237113936,0.0,0.0,12.5,0.0,0.0,PercentOutput,1,0.0,0.02216087394705175,0.0,0.0,12.55,0.0,0.0,PercentOutput,1,2.70001220703125,2.690000057220459,-0.0,0.0,0.0,false,false,0.0,0.0,0.0
