time,Clock.time,Drive.override_gyro,Drive.override_autoshift,Drive.gear,OI.left,OI.right,OI.commandingStraight,OI.rot,OI.fwd,Stick_1_Axis_4.value,Stick_1_Axis_1.value,pneumatics.pressure,PoseEstimator.effective_wheelbase,PoseEstimator.x_displacement,PoseEstimator.y_displacement,left.velocity,left.position,left.setpoint,left.error,left.battery_voltage,left.voltage,left.current,left.control_mode,left.gear,right.velocity,right.position,right.setpoint,right.error,right.battery_voltage,right.voltage,right.current,right.control_mode,right.gear,AHRS.heading,AHRS.angular_displacement,AHRS.angular_vel,AHRS.x_accel,AHRS.y_accel,UnidirectionalNavXDefaultDrive.drivingStraight,UnidirectionalNavXDefaultDrive.running,UnidirectionalNavXDefaultDrive.raw_output,UnidirectionalNavXDefaultDrive.processed_output,UnidirectionalNavXDefaultDrive.final_output
168,0,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.1826185,0.0,0.0,0.0,0.0,-12.8484591981141,0.0,-7.797857520118835,12.1,0.0,0.125,PercentOutput,1,0.0,13.384937021582308,0.0,7.331555797482954,12.1,0.0,0.0,PercentOutput,1,0.010009765625,-0.0,-0.0,0.0,0.03217000152799301,false,false,0.0,0.0,0.0
220,5100,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.1826185,0.0,0.0,0.0,0.0,-12.8484591981141,0.0,-7.797857520118835,12.1,0.0,0.125,PercentOutput,1,0.0,13.384937021582308,0.0,7.331555797482954,12.1,0.0,0.0,PercentOutput,1,0.010009765625,-0.0,-0.0,0.0,0.0,false,false,0.0,0.0,0.0
240,5100,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.24365365,0.0,0.0,0.0,0.0,-12.8484591981141,0.0,-7.797857520118835,12.1,0.0,0.125,PercentOutput,1,0.0,13.384937021582308,0.0,7.331555797482954,12.1,0.0,0.0,PercentOutput,1,0.010009765625,-0.0,-0.0,-0.03217000152799301,0.06434000305598601,false,false,0.0,0.0,0.0
257,5100,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.1826185,0.0,0.0,0.0,0.0,-12.8484591981141,0.0,-7.797857520118835,12.1,0.0,0.125,PercentOutput,1,0.0,13.384937021582308,0.0,7.331555797482954,12.1,0.0,0.0,PercentOutput,1,0.010009765625,-0.0,-0.0,0.0,0.0,false,false,0.0,0.0,0.0
282,5100,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.1826185,0.0,0.0,0.0,0.0,-12.8484591981141,0.0,-7.797857520118835,12.1,0.0,0.125,PercentOutput,1,0.0,13.384937021582308,0.0,7.331555797482954,12.1,0.0,0.0,PercentOutput,1,0.010009765625,-0.0,-0.0,-0.03217000152799301,0.06434000305598601,false,false,0.0,0.0,0.0
296,5100,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.1826185,0.0,0.0,0.0,0.0,-12.8484591981141,0.0,-7.797857520118835,12.1,0.0,0.125,PercentOutput,1,0.0,13.384937021582308,0.0,7.331555797482954,12.1,0.0,0.0,PercentOutput,1,0.010009765625,-0.0,-0.0,-0.06434000305598601,0.12868000611197203,false,false,0.0,0.0,0.0
308,5100,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.1826185,0.0,0.0,0.0,0.0,-12.8484591981141,0.0,-7.797857520118835,12.1,0.0,0.125,PercentOutput,1,0.0,13.384937021582308,0.0,7.331555797482954,12.1,0.0,0.0,PercentOutput,1,-0.0,-0.0,-0.0,0.0,-0.03217000152799301,false,false,0.0,0.0,0.0
333,5100,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.1826185,0.0,0.0,0.0,0.0,-12.8484591981141,0.0,-7.797857520118835,12.1,0.0,0.125,PercentOutput,1,0.0,13.384937021582308,0.0,7.331555797482954,12.1,0.0,0.0,PercentOutput,1,-0.0,-0.0,-0.0,0.0,-0.03217000152799301,false,false,0.0,0.0,0.0
363,5100,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.1826185,0.0,0.0,0.0,0.0,-12.8484591981141,0.0,-7.797857520118835,12.1,0.0,0.125,PercentOutput,1,0.0,13.384937021582308,0.0,7.331555797482954,12.15,0.0,0.0,PercentOutput,1,-0.0,-0.0,-0.0,0.03217000152799301,-0.19302000167779626,false,false,0.0,0.0,0.0
381,5100,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.1826185,0.0,0.0,0.0,0.0,-12.8484591981141,0.0,-7.797857520118835,12.1,0.0,0.125,PercentOutput,1,0.0,13.384937021582308,0.0,7.331555797482954,12.1,0.0,0.0,PercentOutput,1,-0.0,-0.0,-0.0,0.0,-0.16084999640472233,false,false,0.0,0.0,0.0
