time,Drive.left_vel,Drive.right_vel,Drive.left_setpoint,Drive.right_setpoint,Drive.left_current,Drive.right_current,Drive.left_voltage,Drive.right_voltage,Drive.left_pos,Drive.right_pos,Drive.left_error,Drive.right_error,Drive.heading,Drive.rotational_velocity,Drive.raw_angle,Drive.x_accel,Drive.y_accel,pneumatics.pressure,climber.current,climber.voltage,climber.power,EliPoseEstimator.effective_wheelbase,EliPoseEstimator.recalced_left,EliPoseEstimator.percent_changed,EliPoseEstimator.x_displacement,EliPoseEstimator.y_displacement,OI.Fwd,OI.Rot,
0,0.0,0.00479345703125,0.0,0.0,0.125,0.0,0.0,0.0,-0.0019173828125,0.0,0.0,0.0,-0.5299999713897705,-0.009999990463256836,-0.5299999713897705,-0.03217000152799301,-0.06434000305598601,113.12254445000002,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
