time,Clock.time,Drive.override_gyro,Drive.override_autoshift,Drive.gear,OI.left,OI.right,OI.commandingStraight,OI.rot,OI.fwd,Stick_1_Axis_4.value,Stick_1_Axis_1.value,pneumatics.pressure,PoseEstimator.effective_wheelbase,PoseEstimator.x_displacement,PoseEstimator.y_displacement,left.velocity,left.position,left.setpoint,left.error,left.battery_voltage,left.voltage,left.current,left.control_mode,left.gear,right.velocity,right.position,right.setpoint,right.error,right.battery_voltage,right.voltage,right.current,right.control_mode,right.gear,AHRS.heading,AHRS.angular_displacement,AHRS.angular_vel,AHRS.x_accel,AHRS.y_accel,UnidirectionalNavXDefaultDrive.drivingStraight,UnidirectionalNavXDefaultDrive.running,UnidirectionalNavXDefaultDrive.raw_output,UnidirectionalNavXDefaultDrive.processed_output,UnidirectionalNavXDefaultDrive.final_output
165,0,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.1826185,0.0,0.0,0.0,0.0,-7.347483925632399,0.0,-0.380890020964952,12.15,0.0,0.125,PercentOutput,1,0.0,9.157288631308292,0.0,0.2977867436635079,12.200000000000001,0.0,0.0,PercentOutput,1,11.170013427734375,11.15999984741211,-0.0,0.0,0.06434000305598601,false,false,0.0,0.0,0.0
210,5126,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.1826185,0.0,0.0,0.0,0.0,-7.347483925632399,0.0,-0.380890020964952,12.15,0.0,0.125,PercentOutput,1,0.0,9.157288631308292,0.0,0.2977867436635079,12.200000000000001,0.0,0.0,PercentOutput,1,11.160003662109375,11.149999618530273,-0.0,0.0,0.09651000083889813,false,false,0.0,0.0,0.0
239,5126,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.1826185,0.0,0.0,0.0,0.0,-7.347483925632399,0.0,-0.380890020964952,12.15,0.0,0.125,PercentOutput,1,0.0,9.157288631308292,0.0,0.2977867436635079,12.200000000000001,0.0,0.0,PercentOutput,1,11.160003662109375,11.149999618530273,-0.0,0.0,-0.09651000083889813,false,false,0.0,0.0,0.0
294,5126,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.121583349999998,0.0,0.0,0.0,0.0,-7.347483925632399,0.0,-0.380890020964952,12.15,0.0,0.125,PercentOutput,1,0.0,9.157288631308292,0.0,0.2977867436635079,12.200000000000001,0.0,0.0,PercentOutput,1,11.160003662109375,11.149999618530273,-0.0,0.03217000152799301,0.16084999640472233,false,false,0.0,0.0,0.0
315,5230,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.1826185,0.0,0.0,0.0,0.0,-7.347483925632399,0.0,-0.380890020964952,12.15,0.0,0.125,PercentOutput,1,0.0,9.157288631308292,0.0,0.2977867436635079,12.200000000000001,0.0,0.0,PercentOutput,1,11.160003662109375,11.149999618530273,-0.0,0.12868000611197203,-0.25736001222394406,false,false,0.0,0.0,0.0
332,5250,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.1826185,0.0,0.0,0.0,0.0,-7.347483925632399,0.0,-0.380890020964952,12.200000000000001,0.0,0.125,PercentOutput,1,0.0,9.157288631308292,0.0,0.2977867436635079,12.200000000000001,0.0,0.0,PercentOutput,1,11.160003662109375,11.149999618530273,-0.0,0.0,0.06434000305598601,false,false,0.0,0.0,0.0
351,5265,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.1826185,0.0,0.0,0.0,0.0,-7.347483925632399,0.0,-0.380890020964952,12.15,0.0,0.125,PercentOutput,1,0.0,9.157288631308292,0.0,0.2977867436635079,12.200000000000001,0.0,0.0,PercentOutput,1,11.160003662109375,11.149999618530273,-0.0,0.0,-0.03217000152799301,false,false,0.0,0.0,0.0
394,5284,false,false,1,0.0,0.0,true,0.0,0.0,0.0,0.0,-12.0605482,0.0,0.0,0.0,0.0,-7.347483925632399,0.0,-0.380890020964952,12.15,0.0,0.125,PercentOutput,1,0.0,9.157288631308292,0.0,0.2977867436635079,12.200000000000001,0.0,0.0,PercentOutput,1,11.160003662109375,11.149999618530273,-0.0,-0.06434000305598601,0.12868000611197203,false,false,0.0,0.0,0.0
418,5330,false,false,1,-1.2508348955311977E-5,-1.2508348955311977E-5,true,0.0,-1.2508348955311977E-5,0.0,0.0,-12.121583349999998,0.0,0.0,0.0,0.0,-7.347483925632399,0.0,-0.380890020964952,12.15,0.0,0.125,PercentOutput,1,0.0,9.157288631308292,0.0,0.2977867436635079,12.200000000000001,0.0,0.0,PercentOutput,1,11.160003662109375,11.149999618530273,-0.0,0.0,0.09651000083889813,false,false,0.0,0.0,0.0
448,5358,false,false,1,-2.4745865926202407E-5,-2.4745865926202407E-5,true,0.0,-2.4745865926202407E-5,0.0,0.0,-12.1826185,0.0,0.0,0.0,0.0,-7.347483925632399,0.0,-0.380890020964952,12.15,0.0,0.125,PercentOutput,1,0.0,9.157288631308292,0.0,0.2977867436635079,12.200000000000001,0.0,0.0,PercentOutput,1,11.160003662109375,11.149999618530273,-0.0,0.03217000152799301,0.16084999640472233,false,false,0.0,0.0,0.0
