time,Drive.left_vel,Drive.right_vel,Drive.left_setpoint,Drive.right_setpoint,Drive.left_current,Drive.right_current,Drive.left_voltage,Drive.right_voltage,Drive.left_pos,Drive.right_pos,Drive.left_error,Drive.right_error,Drive.heading,Drive.rotational_velocity,Drive.raw_angle,Drive.x_accel,Drive.y_accel,pneumatics.pressure,climber.current,climber.voltage,climber.power,EliPoseEstimator.effective_wheelbase,EliPoseEstimator.recalced_left,EliPoseEstimator.percent_changed,EliPoseEstimator.x_displacement,EliPoseEstimator.y_displacement,OI.Fwd,OI.Rot,
1,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.2588466796875,0.25980537109375,0.01438037109375,-0.019173828125,9.720000267028809,0.0,9.720000267028809,0.03217000152799301,0.0,101.15965505,0.0,0.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
